,image_name,noise,rot_ratio,background
0,IMG-20210606-WA0674.jpg,0.19685982821968204,0.918776971932702,0.30675221825286214
1,IMG-20210606-WA0853.jpg,0.2739968608973308,0.9147960581262836,0.15296255700799982
2,IMG-20210606-WA0066.jpg,0.31192445842806926,0.9058572452656598,0.11396201827455786
3,IMG-20210606-WA0484 - Copy.jpg,0.1337309775197555,0.822116600091015,0.04163761117116536
4,IMG-20210606-WA0099.jpg,0.19463962034142013,0.8840396508020957,0.19611045640837624
5,IMG-20210627-WA0017.jpg,0.2808752341092285,0.1569887296404905,0.1779566769546816
6,IMG-20210606-WA1191.jpg,0.15690059947612625,0.15669481205632857,0.22446151102256828
7,IMG-20210615-WA0359.jpg,0.1249758637836775,0.9842240987005109,0.09737706911035228
8,IMG-20210627-WA0002.jpg,0.2623806204749038,0.1569887296404905,0.4098083569496929
9,IMG-20210606-WA1147.jpg,0.0535610844787194,0.21547832888871446,0.19371739767099763
10,IMG-20210606-WA0517.jpg,0.03267452928909163,0.21547832888871446,0.13959860129299637
11,IMG-20210606-WA0098.jpg,0.25998867891960215,0.8858182818553711,0.0916648405738091
12,IMG-20210606-WA1386.jpg,0.06406722096201647,0.15669481205632857,0.07668134922361076
13,eab0e33e-76fb-47d5-a342-34782dfb55e1.JPG,0.0427114806413432,0.915756335312649,0.004466922012036024
14,IMG-20210606-WA0739 - Copy.jpg,0.18554103925125712,0.9041772282691137,0.08677866976741345
15,IMG-2021-07-13-13-13-09 3.jpg,0.23991477621510146,0.7905494729026536,0.3261483082123308
16,IMG-20210606-WA0846.jpg,0.26489827980716907,0.9225342125685857,0.15046910361934807
17,IMG-20210606-WA0852.jpg,0.29851117935835186,0.8898249855576342,0.14026919368071042
18,IMG-20210606-WA0488.jpg,1.0,0.9127356986925966,0.1826930818522863
19,IMG-20210606-WA0463.jpg,0.5267300132741422,0.8896755759570841,0.25688215564311373
20,IMG-20210606-WA1019.jpg,0.3749275913510285,0.9777181121342434,0.22010254833415177
21,IMG-20210606-WA1025.jpg,0.22428128926712476,0.8905843634788765,0.4537307926781891
22,IMG-20210606-WA0449.jpg,0.2021128964613252,0.8647488325022079,0.16878884655747628
23,IMG-20210606-WA0782 - Copy.jpg,0.11972279554202649,0.9238113662994564,0.09013925880514517
24,IMG-20210606-WA0663.jpg,0.2560174482941274,0.8682281144095259,0.24639725764357506
25,IMG-20210606-WA0111.jpg,0.333623666102823,0.8737983744621489,0.31987445647744955
