,noise,rot_ratio,background,class,image_name
0,-0.07140233116969319,0.6626840407995056,1.041456124886304,1,IMG-20210606-WA0674.jpg
1,0.5201503297742108,0.6510338513623674,-0.1869363408348268,1,IMG-20210606-WA0853.jpg
2,0.8110115473203572,0.6248743140718358,-0.4984525217759283,1,IMG-20210606-WA0066.jpg
3,-0.5555282862077953,0.37980636552699715,-1.0761425696920925,2,IMG-20210606-WA0484 - Copy.jpg
4,-0.08842878179455647,0.5610248762484477,0.15770681726879607,1,IMG-20210606-WA0099.jpg
5,0.5728995714188453,-1.5666978964279983,0.012703793497413983,0,IMG-20210627-WA0017.jpg
6,-0.3778438323783067,-1.5675580495739596,0.3841604137031614,0,IMG-20210606-WA1191.jpg
7,-0.6226699773989338,0.8542158000985994,-0.6309245386382367,2,IMG-20210615-WA0359.jpg
8,0.4310670750323941,-1.5666978964279983,1.8646153886286052,0,IMG-20210627-WA0002.jpg
9,-1.170339511241538,-1.3955274203816537,0.13859229878147344,0,IMG-20210606-WA1147.jpg
10,-1.3305154587920347,-1.3955274203816537,-0.29368072390751865,0,IMG-20210606-WA0517.jpg
11,0.41272362386835953,0.5662300602130005,-0.6765508729442518,2,IMG-20210606-WA0098.jpg
12,-1.089769481812145,-1.5675580495739596,-0.7962312710659183,0,IMG-20210606-WA1386.jpg
13,-1.253543541749271,0.6538441134472388,-1.3730428563507444,2,eab0e33e-76fb-47d5-a342-34782dfb55e1.JPG
14,-0.15820447406408022,0.6199577252635533,-0.7155790843091653,2,IMG-20210606-WA0739 - Copy.jpg
15,0.25877978978285093,0.28742480952904964,1.1963820840034456,1,IMG-2021-07-13-13-13-09 3.jpg
16,0.4503746375046971,0.6736796481644236,-0.2068527599975549,1,IMG-20210606-WA0846.jpg
17,0.7081470651094197,0.5779557240730387,-0.28832437790889964,1,IMG-20210606-WA0852.jpg
18,6.087762589174156,0.6450041860949739,0.0505357520551396,1,IMG-20210606-WA0488.jpg
19,2.4583240396966115,0.5775184751812569,0.6431197953893655,1,IMG-20210606-WA0463.jpg
